rank,channel_type,platform,name,url,topic,audience,subscribers_or_followers,avg_views,recent_activity,fit_score,priority,review_status,review_notes,source_provider,source_providers,source_keyword,source_url,discovery_query,confidence,contact_email,contact_page,sponsor_page,media_kit_url,score_reason,recommended_collaboration,missing_fields,notes
35,YouTube Creator,YouTube,AWS Developers,https://www.youtube.com/channel/UCT-nPlVzJI-ccQXlxjSvJmw,Build a RAG pipeline in LlamaIndex (simple),Developer / AI / SEO audience inferred from video topics,Unknown,458.9K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,LlamaIndex tutorial,https://www.youtube.com/channel/UCT-nPlVzJI-ccQXlxjSvJmw,LlamaIndex tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
36,YouTube Creator,YouTube,Nate Herk | AI Automation,https://www.youtube.com/channel/UC2ojq-nuP8ceeHqiroeKhBA,"From Zero to RAG Agent: Full Beginner's Course (no code); How I'd Learn n8n if I had to Start Over in 2026; Build & Sell n8n AI Agents (8+ Hour Course, No Code)",Developer / AI / SEO audience inferred from video topics,Unknown,527.2K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"RAG tutorial, n8n automation tutorial, build AI agent with search",https://www.youtube.com/channel/UC2ojq-nuP8ceeHqiroeKhBA,"RAG tutorial, n8n automation tutorial, build AI agent with search",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
37,YouTube Creator,YouTube,Keerti Purswani,https://www.youtube.com/channel/UCqPw78XvJUKtGiq3TzAcwJQ,Simplest RAG Explanation with Working Code! Beginner Friendly Step-by-Step Example,Developer / AI / SEO audience inferred from video topics,Unknown,121.9K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,RAG tutorial,https://www.youtube.com/channel/UCqPw78XvJUKtGiq3TzAcwJQ,RAG tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
38,YouTube Creator,YouTube,n8n and Flowgrammer,https://www.youtube.com/channel/n8n and Flowgrammer,n8n Quick Start Tutorial: Build Your First AI Agent [2026]; n8n Quick Start Tutorial: Build Your First Workflow [2025],Developer / AI / SEO audience inferred from video topics,Unknown,614.2K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,n8n automation tutorial,https://www.youtube.com/channel/n8n and Flowgrammer,n8n automation tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
39,YouTube Creator,YouTube,freeCodeCamp.org and Beau Carnes,https://www.youtube.com/channel/freeCodeCamp.org and Beau Carnes,"AI-Assisted Coding Tutorial – OpenClaw, GitHub Copilot, Claude Code, CodeRabbit, Gemini CLI",Developer / AI / SEO audience inferred from video topics,Unknown,161.2K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,AI tools for developers,https://www.youtube.com/channel/freeCodeCamp.org and Beau Carnes,AI tools for developers,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
40,YouTube Creator,YouTube,Pableke Review,https://www.youtube.com/channel/UCDN4e2VofQOQWqKpivwYFew,What is SerpApi n8n,Developer / AI / SEO audience inferred from video topics,Unknown,1.7K,Unknown,74,Medium,new,Unknown,ytdlp,ytdlp,SERP API,https://www.youtube.com/channel/UCDN4e2VofQOQWqKpivwYFew,SERP API,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
41,YouTube Creator,YouTube,Apify,https://www.youtube.com/channel/UCTgwcoeGGKmZ3zzCXN2qo_A,"FREE Google SERP API - Scrape Search Results, URLs, and Keywords; How to Scrape Google Maps Places With Google Maps Extractor API; How to scrape ANY website with Apify’s Web Scraper API",Developer / AI / SEO audience inferred from video topics,Unknown,22.3K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"SERP API, Google SERP API, Google Search API, Google Maps API, Bing SERP API, Google Shopping SERP API, Google News SERP API, SERP API tutorial, Google Search API tutorial, web scraping API",https://www.youtube.com/channel/UCTgwcoeGGKmZ3zzCXN2qo_A,"SERP API, Google SERP API, Google Search API, Google Maps API, Bing SERP API, Google Shopping SERP API, Google News SERP API, SERP API tutorial, Google Search API tutorial, web scraping API",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
42,YouTube Creator,YouTube,Jie Jenn,https://www.youtube.com/channel/UCvVZ19DRSLIC2-RUOeWx8ug,Search The Web With Google Custom Search API In Python; Getting Started With Google Search API For Beginners In Python | Full Tutorial; Azure Tutorial | Web Search With Microsoft Bing Search API In Python,Developer / AI / SEO audience inferred from video topics,Unknown,21.2K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"Google Search API, Bing Search API, Google Videos API, Bing SERP API, Google Maps SERP API, Google Search API tutorial",https://www.youtube.com/channel/UCvVZ19DRSLIC2-RUOeWx8ug,"Google Search API, Bing Search API, Google Videos API, Bing SERP API, Google Maps SERP API, Google Search API tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
43,YouTube Creator,YouTube,NeuralNine,https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,Automate Google Search API in Python; LangChain Full Crash Course - AI Agents in Python; LlamaIndex Crash Course - AI Agents in Python,Developer / AI / SEO audience inferred from video topics,Unknown,43.5K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"Google Search API, LangChain tutorial, LlamaIndex tutorial, Google Search API tutorial, web scraping API",https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,"Google Search API, LangChain tutorial, LlamaIndex tutorial, Google Search API tutorial, web scraping API",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
44,YouTube Creator,YouTube,Google Search Central,https://www.youtube.com/channel/UCWf2ZlNsCGDS89VBF_awNvA,"Intro to Search Console APIs - Google Search Console Training; Google Search News (March ‘22) -  Search Console URL Inspection API, ranking changes and more!",Developer / AI / SEO audience inferred from video topics,Unknown,40.3K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"Google Search API, Google News SERP API, Google Search API tutorial",https://www.youtube.com/channel/UCWf2ZlNsCGDS89VBF_awNvA,"Google Search API, Google News SERP API, Google Search API tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
45,YouTube Creator,YouTube,Google Cloud Tech,https://www.youtube.com/channel/UCJS9pqu9BzkAMNTmzNMNhvg,Building agentic RAG for e-commerce with ADK and Vector Search; Advanced RAG techniques for developers; How to use Retrieval Augmented Generation (RAG),Developer / AI / SEO audience inferred from video topics,Unknown,37.3K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"Google Shopping API, RAG 数据增强 guide, RAG tutorial, build AI agent with search",https://www.youtube.com/channel/UCJS9pqu9BzkAMNTmzNMNhvg,"Google Shopping API, RAG 数据增强 guide, RAG tutorial, build AI agent with search",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
46,YouTube Creator,YouTube,AI学长小林,https://www.youtube.com/channel/UCXYvWkR9LAOsOZjYhghDiXw,一招解锁Deepseek API联网功能，让R1自带搜索，任意平台可用！; AI搜索秘诀：一招让你的搜索效率提升100%，谷歌浏览器隐藏功能大揭秘！; AI+工作流：解锁ChatGPT全部能力，繁琐工作自动化 | Dify发布Workflow实操教程！,Developer / AI / SEO audience inferred from video topics,Unknown,27.1K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"搜索数据 API, AI 搜索数据, LLM 数据工作流, LLM 数据工作流 tutorial, LLM 数据工作流 guide, AI / LLM 搜索数据工作流支持, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",https://www.youtube.com/channel/UCXYvWkR9LAOsOZjYhghDiXw,"搜索数据 API, AI 搜索数据, LLM 数据工作流, LLM 数据工作流 tutorial, LLM 数据工作流 guide, AI / LLM 搜索数据工作流支持, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
47,YouTube Creator,YouTube,王可以 | AI Automation,https://www.youtube.com/channel/UC5-OTskiNG7-ql_vLJcwfqg,"N8N+FireCrawl抓取任何网页数据只需要几秒钟,并且拓展三种用法:抓取竞品网站、每日新闻推送、批量生成克隆人口播视频; 我把飞书变成了一个全能 AI 管家：能聊天、能推新闻、还能帮我安排一天！超强教程",Developer / AI / SEO audience inferred from video topics,Unknown,26.7K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"网页抓取 API, 竞品监控 tutorial, 竞品监控 guide, 电商价格监控 tutorial, AI / LLM 搜索数据工作流支持",https://www.youtube.com/channel/UC5-OTskiNG7-ql_vLJcwfqg,"网页抓取 API, 竞品监控 tutorial, 竞品监控 guide, 电商价格监控 tutorial, AI / LLM 搜索数据工作流支持",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
48,YouTube Creator,YouTube,Mervin Praison,https://www.youtube.com/channel/UCWTyktbw5JYoSBduu8LsBgQ,Chunking Strategies in RAG: Optimising Data for Advanced AI Responses; Ollama Llama Index Integration 🤯 EASY! How to get started? 🚀 (Step-by-Step Tutorial),Developer / AI / SEO audience inferred from video topics,Unknown,62.5K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"AI 搜索数据 guide, LlamaIndex tutorial",https://www.youtube.com/channel/UCWTyktbw5JYoSBduu8LsBgQ,"AI 搜索数据 guide, LlamaIndex tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
49,YouTube Creator,YouTube,huangyihe,https://www.youtube.com/channel/UCPpdGTNbIKdiWgxCrbka4Zw,AI自动生成工作流，n8n官方出品; 本地跑大模型，需要什么配置,Developer / AI / SEO audience inferred from video topics,Unknown,31.8K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,"LLM 数据工作流, LLM 数据工作流 guide, AI / LLM 搜索数据工作流支持, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",https://www.youtube.com/channel/UCPpdGTNbIKdiWgxCrbka4Zw,"LLM 数据工作流, LLM 数据工作流 guide, AI / LLM 搜索数据工作流支持, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
50,YouTube Creator,YouTube,Jeet Sangamnerkar | Operations Automation,https://www.youtube.com/channel/UC4KGnQ-Abh_qPV8jfnACxtQ,Scrape Unlimited Leads with Google Maps and N8N (Step-by-Step for Beginners),Developer / AI / SEO audience inferred from video topics,Unknown,25.4K,Unknown,73,Medium,new,Unknown,ytdlp,ytdlp,Google Maps SERP API,https://www.youtube.com/channel/UC4KGnQ-Abh_qPV8jfnACxtQ,Google Maps SERP API,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
