rank,channel_type,platform,name,url,topic,audience,subscribers_or_followers,avg_views,recent_activity,fit_score,priority,review_status,review_notes,source_provider,source_providers,source_keyword,source_url,discovery_query,confidence,contact_email,contact_page,sponsor_page,media_kit_url,score_reason,recommended_collaboration,missing_fields,notes
31,YouTube Creator,YouTube,Pableke Review,https://www.youtube.com/channel/UCDN4e2VofQOQWqKpivwYFew,What is SerpApi n8n,Developer / AI / SEO audience inferred from video topics,Unknown,1.8K,Unknown,79,Medium,new,Unknown,ytdlp,ytdlp,"serpapi review, serpapi SEO API, serpapi SERP API, serpapi.com review, serper review, serper review tutorial",https://www.youtube.com/channel/UCDN4e2VofQOQWqKpivwYFew,"serpapi review, serpapi SEO API, serpapi SERP API, serpapi.com review, serper review, serper review tutorial",medium,Unknown,https://www.youtube.com/channel/UCDN4e2VofQOQWqKpivwYFew,Unknown,Unknown,匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
32,YouTube Creator,YouTube,Linus Tech Tips,https://www.youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw,The open source alternative to my sponsor - Jellyfin vs Plex; Your Old PC is Your New Server; I Can Save You Money! – Raspberry Pi Alternatives,Developer / AI / SEO audience inferred from video topics,Unknown,4M,Unknown,79,Medium,new,Unknown,ytdlp,ytdlp,"serper alternative, serper alternative tutorial, serper alternative guide, serper sponsor guide",https://www.youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw,"serper alternative, serper alternative tutorial, serper alternative guide, serper sponsor guide",medium,Unknown,https://www.youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw,Unknown,Unknown,匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助文章或视频：展示 Talordata SERP API 在搜索可见性、排名监控或 SEO 自动化中的用法。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
33,YouTube Creator,YouTube,Techquickie,https://www.youtube.com/channel/UC0vBXGSyV14uvJ4hECDOl0Q,What’s The Difference Between A Server and a PC?; Every Fast Charging Standard Explained; SATA vs SAS As Fast As Possible,Developer / AI / SEO audience inferred from video topics,Unknown,1.4M,Unknown,79,Medium,new,Unknown,ytdlp,ytdlp,"serper comparison, serper comparison tutorial, serper comparison guide, serper sponsor tutorial, serper sponsor guide",https://www.youtube.com/channel/UC0vBXGSyV14uvJ4hECDOl0Q,"serper comparison, serper comparison tutorial, serper comparison guide, serper sponsor tutorial, serper sponsor guide",medium,Unknown,https://www.youtube.com/channel/UC0vBXGSyV14uvJ4hECDOl0Q,Unknown,Unknown,匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助文章或视频：展示 Talordata SERP API 在搜索可见性、排名监控或 SEO 自动化中的用法。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
34,Developer Project,GitHub,open-webui/open-webui,https://openwebui.com,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",Developers / open-source users inferred from GitHub repository,137.6K,Unknown,2026-05-15T00:34:23Z,78,Medium,new,Unknown,github,github,"serpapi alternative, serpapi sponsored, serpapi sponsor",https://github.com/open-webui/open-webui,"serpapi alternative stars:>20 in:name,description,readme",medium,Unknown,https://openwebui.com,https://github.com/open-webui,Unknown,匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径；有赞助页或 media kit 信号。,赞助文章或视频：展示 Talordata SERP API 在搜索可见性、排名监控或 SEO 自动化中的用法。,"contact_email, media_kit_url, avg_views",Unknown
35,YouTube Creator,YouTube,Mikey No Code,https://www.youtube.com/channel/UCde0vB0fTwC8AT3sJofFV0w,AI Agent Full Tutorial for Beginners 2026: How to Build AI Agents in Minutes; How to Use AI Agents Better than 99% of People; Best AI Coding Tools for Developers in 2026 (Don't Choose Wrong),Developer / AI / SEO audience inferred from video topics,Unknown,46.4K,Unknown,78,Medium,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, AI tools for developers",https://www.youtube.com/channel/UCde0vB0fTwC8AT3sJofFV0w,"AI agent tutorial, AI tools for developers",medium,Unknown,https://www.youtube.com/channel/UCde0vB0fTwC8AT3sJofFV0w,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
36,YouTube Creator,YouTube,AI Master,https://www.youtube.com/channel/UC0yHbz4OxdQFwmVX2BBQqLg,AI Agents Explained: How to Create and Use AI Agents in 2026,Developer / AI / SEO audience inferred from video topics,Unknown,22.8K,Unknown,78,Medium,new,Unknown,ytdlp,ytdlp,AI agent tutorial,https://www.youtube.com/channel/UC0yHbz4OxdQFwmVX2BBQqLg,AI agent tutorial,medium,Unknown,https://www.youtube.com/channel/UC0yHbz4OxdQFwmVX2BBQqLg,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
37,YouTube Creator,YouTube,Youri van Hofwegen,https://www.youtube.com/channel/UCdR7eGozLjafYMTd2BFnJaQ,How to Set Up your First AI Agent in 2026 (Step by Step); n8n Tutorial for Beginners 2026: How to Build AI Agents,Developer / AI / SEO audience inferred from video topics,Unknown,65.4K,Unknown,78,Medium,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, n8n automation tutorial, build AI agent with search",https://www.youtube.com/channel/UCdR7eGozLjafYMTd2BFnJaQ,"AI agent tutorial, n8n automation tutorial, build AI agent with search",medium,Unknown,https://www.youtube.com/channel/UCdR7eGozLjafYMTd2BFnJaQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
38,YouTube Creator,YouTube,NeuralNine,https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,LangChain Full Crash Course - AI Agents in Python; LlamaIndex Crash Course - AI Agents in Python; Automate Google Search API in Python,Developer / AI / SEO audience inferred from video topics,Unknown,40.8K,Unknown,78,Medium,new,Unknown,ytdlp,ytdlp,"LangChain tutorial, LlamaIndex tutorial, Google Search API tutorial, web scraping API",https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,"LangChain tutorial, LlamaIndex tutorial, Google Search API tutorial, web scraping API",medium,Unknown,https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
39,YouTube Creator,YouTube,Ansh Lamba,https://www.youtube.com/channel/UCu7lQE-L5gzt8aD7zuuufjw,Langchain Tutorial For Beginners (2026 Guide) | AI Agents For Data Engineers,Developer / AI / SEO audience inferred from video topics,Unknown,72K,Unknown,78,Medium,new,Unknown,ytdlp,ytdlp,LangChain tutorial,https://www.youtube.com/channel/UCu7lQE-L5gzt8aD7zuuufjw,LangChain tutorial,medium,Unknown,https://www.youtube.com/channel/UCu7lQE-L5gzt8aD7zuuufjw,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
40,YouTube Creator,YouTube,Better Stack,https://www.youtube.com/channel/UCkVfrGwV-iG9bSsgCbrNPxQ,How to Build a RAG System That Actually Works,Developer / AI / SEO audience inferred from video topics,Unknown,26.8K,Unknown,78,Medium,new,Unknown,ytdlp,ytdlp,RAG tutorial,https://www.youtube.com/channel/UCkVfrGwV-iG9bSsgCbrNPxQ,RAG tutorial,medium,Unknown,https://www.youtube.com/channel/UCkVfrGwV-iG9bSsgCbrNPxQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
41,YouTube Creator,YouTube,Ben AI,https://www.youtube.com/channel/UC3KK7ENB_ierAXvrxVNnbZQ,How I Automated an SEO Agency with 15 AI Agents (No-Code); How We Automated SEO for 50+ Businesses With AI,Developer / AI / SEO audience inferred from video topics,Unknown,56.5K,Unknown,78,Medium,new,Unknown,ytdlp,ytdlp,SEO automation,https://www.youtube.com/channel/UC3KK7ENB_ierAXvrxVNnbZQ,SEO automation,medium,Unknown,https://www.youtube.com/channel/UC3KK7ENB_ierAXvrxVNnbZQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
42,Developer Project,GitHub,modelscope/ms-agent,https://ms-agent-en.readthedocs.io,MS-Agent: a lightweight framework to empower agentic execution of complex tasks,Developers / open-source users inferred from GitHub repository,4.3K,Unknown,2026-04-15T06:21:35Z,77,Medium,new,Unknown,github,github,serpapi tutorial,https://github.com/modelscope/ms-agent,"serpapi tutorial stars:>20 in:name,description,readme",medium,Unknown,https://ms-agent-en.readthedocs.io,https://github.com/modelscope,Unknown,匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径；有赞助页或 media kit 信号。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, media_kit_url, avg_views",Unknown
43,Developer Project,GitHub,ZhuLinsen/daily_stock_analysis,https://dsa.zhulinsen.tech,LLM驱动的 A/H/美股智能分析：多数据源行情 + 实时新闻 + LLM决策仪表盘 + 多渠道推送，零成本定时运行，纯白嫖. LLM-powered stock analysis system for A/H/US markets.,Developers / open-source users inferred from GitHub repository,36.8K,Unknown,2026-05-18T12:37:53Z,76,Medium,new,Unknown,github,github,"serpapi review, serpapi sponsored, serpapi sponsor",https://github.com/ZhuLinsen/daily_stock_analysis,"serpapi review stars:>20 in:name,description,readme",medium,Unknown,https://dsa.zhulinsen.tech,https://github.com/ZhuLinsen,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径；有赞助页或 media kit 信号。,赞助文章或视频：展示 Talordata SERP API 在搜索可见性、排名监控或 SEO 自动化中的用法。,"contact_email, media_kit_url, avg_views",Unknown
44,Developer Project,GitHub,codelucas/newspaper,https://goo.gl/VX41yK,"newspaper3k is a news, full-text, and article metadata extraction in Python 3. Advanced docs:",Developers / open-source users inferred from GitHub repository,15K,Unknown,2026-05-13T04:02:34Z,76,Medium,new,Unknown,github,github,serpapi web scraping,https://github.com/codelucas/newspaper,"serpapi web scraping stars:>20 in:name,description,readme",medium,Unknown,https://goo.gl/VX41yK,https://github.com/codelucas,Unknown,匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径；有赞助页或 media kit 信号。,赞助编程视频：围绕 Talordata SERP API 构建一个实用的 Python 搜索数据工作流。,"contact_email, media_kit_url, avg_views",Unknown
45,YouTube Creator,YouTube,Prompt Engineering,https://www.youtube.com/channel/UCDq7SjbgRKty5TgGafW8Clg,The Model Doesn't Matter. The Harness Does.; Google File Search API - Managed RAG for Everyone,Developer / AI / SEO audience inferred from video topics,Unknown,7.6K,Unknown,76,Medium,new,Unknown,ytdlp,ytdlp,"serpapi sponsored, serpapi sponsor, serpapi newsletter, serpapi.com sponsored, serpapi.com sponsor, serpapi.com newsletter, Google Search API tutorial",https://www.youtube.com/channel/UCDq7SjbgRKty5TgGafW8Clg,"serpapi sponsored, serpapi sponsor, serpapi newsletter, serpapi.com sponsored, serpapi.com sponsor, serpapi.com newsletter, Google Search API tutorial",medium,Unknown,https://www.youtube.com/channel/UCDq7SjbgRKty5TgGafW8Clg,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
46,YouTube Creator,YouTube,Maya Akim,https://www.youtube.com/channel/UCYK2iFfTEuvJwQTBneO92Xg,How to Build fully Automated Newsletter with AI in a Day | LangChain & GPT4,Developer / AI / SEO audience inferred from video topics,Unknown,5.6K,Unknown,76,Medium,new,Unknown,ytdlp,ytdlp,"serpapi newsletter, serpapi.com newsletter",https://www.youtube.com/channel/UCYK2iFfTEuvJwQTBneO92Xg,"serpapi newsletter, serpapi.com newsletter",medium,Unknown,https://www.youtube.com/channel/UCYK2iFfTEuvJwQTBneO92Xg,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
47,YouTube Creator,YouTube,Mervin Praison,https://www.youtube.com/channel/UCWTyktbw5JYoSBduu8LsBgQ,Moltbot Beginners Setup Guide and Alternative for Free?; Ollama Llama Index Integration 🤯 EASY! How to get started? 🚀 (Step-by-Step Tutorial),Developer / AI / SEO audience inferred from video topics,Unknown,14K,Unknown,76,Medium,new,Unknown,ytdlp,ytdlp,"serper alternative tutorial, LlamaIndex tutorial",https://www.youtube.com/channel/UCWTyktbw5JYoSBduu8LsBgQ,"serper alternative tutorial, LlamaIndex tutorial",medium,Unknown,https://www.youtube.com/channel/UCWTyktbw5JYoSBduu8LsBgQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
48,YouTube Creator,YouTube,LlamaIndex,https://www.youtube.com/channel/UCeRjipR4_SsCddq9VZ2AeKg,Building agentic LLM application Workflows with LlamaIndex; How to Build Your Own (DIY) Document Parsing Agent from Scratch; LlamaIndex Webinar: Advanced RAG with Knowledge Graphs (with Tomaz from Neo4j),Developer / AI / SEO audience inferred from video topics,Unknown,9.9K,Unknown,76,Medium,new,Unknown,ytdlp,ytdlp,LlamaIndex tutorial,https://www.youtube.com/channel/UCeRjipR4_SsCddq9VZ2AeKg,LlamaIndex tutorial,medium,Unknown,https://www.youtube.com/channel/UCeRjipR4_SsCddq9VZ2AeKg,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
49,YouTube Creator,YouTube,Amin Foroutan,https://www.youtube.com/channel/UCW7tPXg-rWdH4YzLrcAdBIw,Google Search Console API Tutorial: How to Get Your API Key in 2025 | Beginner's Guide,Developer / AI / SEO audience inferred from video topics,Unknown,8.7K,Unknown,76,Medium,new,Unknown,ytdlp,ytdlp,Google Search API tutorial,https://www.youtube.com/channel/UCW7tPXg-rWdH4YzLrcAdBIw,Google Search API tutorial,medium,Unknown,https://www.youtube.com/channel/UCW7tPXg-rWdH4YzLrcAdBIw,Unknown,Unknown,匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助文章或视频：展示 Talordata SERP API 在搜索可见性、排名监控或 SEO 自动化中的用法。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
50,YouTube Creator,YouTube,Quorify,https://www.youtube.com/channel/UCEBSK9A8Nzda2ioG8lnV2QQ,Build a Google Search AI Agent in Under 2 Minutes! (n8n Tutorial),Developer / AI / SEO audience inferred from video topics,Unknown,10.5K,Unknown,76,Medium,new,Unknown,ytdlp,ytdlp,build AI agent with search,https://www.youtube.com/channel/UCEBSK9A8Nzda2ioG8lnV2QQ,build AI agent with search,medium,Unknown,https://www.youtube.com/channel/UCEBSK9A8Nzda2ioG8lnV2QQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
