rank,channel_type,platform,name,url,topic,audience,subscribers_or_followers,avg_views,recent_activity,fit_score,priority,review_status,review_notes,source_provider,source_providers,source_keyword,source_url,discovery_query,confidence,contact_email,contact_page,sponsor_page,media_kit_url,score_reason,recommended_collaboration,missing_fields,notes
39,YouTube Creator,YouTube,Vadim Vozmitsel | Tesseract Creator,https://www.youtube.com/channel/UCTXw2cS4S_c5jLvMZbJuGdQ,How SERP API Tools Transformed My AI Workflow | Complete Implementation Guide,Developer / AI / SEO audience inferred from video topics,Unknown,179,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,SERP API tutorial,https://www.youtube.com/channel/UCTXw2cS4S_c5jLvMZbJuGdQ,SERP API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
40,YouTube Creator,YouTube,Scrapingdog,https://www.youtube.com/channel/UC-NW7zBTUu2Wz23LOvag09w,How to Build a Keyword Rank Tracker using Python & Google SERP API; How to Scrape Google Search Results with Node.js & Scrapingdog's Google SERP API,Developer / AI / SEO audience inferred from video topics,Unknown,29,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,"SERP API tutorial, Google SERP API tutorial",https://www.youtube.com/channel/UC-NW7zBTUu2Wz23LOvag09w,"SERP API tutorial, Google SERP API tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
41,YouTube Creator,YouTube,Call The API,https://www.youtube.com/channel/UC_kGZ80Sm9BZ8LhMvRqzjGQ,How to Get Real-Time Google Search Data with SerpAPI & Google Apps Script,Developer / AI / SEO audience inferred from video topics,Unknown,17,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,Google SERP API tutorial,https://www.youtube.com/channel/UC_kGZ80Sm9BZ8LhMvRqzjGQ,Google SERP API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
42,YouTube Creator,YouTube,JavaInUse,https://www.youtube.com/channel/UCbz69gWlMmsIn-jiIm6mGfg,Building Real Time AI Agents with Bing Web Search,Developer / AI / SEO audience inferred from video topics,Unknown,775,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,"AI agent web search tutorial, search API for AI agents",https://www.youtube.com/channel/UCbz69gWlMmsIn-jiIm6mGfg,"AI agent web search tutorial, search API for AI agents",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
43,YouTube Creator,YouTube,Syllable AI,https://www.youtube.com/channel/UCQtbeA0nn43BHn4HLZB9-zA,How to Build an AI Agent that Searches the Web (AI Agent Tutorial),Developer / AI / SEO audience inferred from video topics,Unknown,833,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,AI agent web search tutorial,https://www.youtube.com/channel/UCQtbeA0nn43BHn4HLZB9-zA,AI agent web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
44,YouTube Creator,YouTube,Raj Kapadia,https://www.youtube.com/channel/UCOT01XvBSj12xQsANtTeAcQ,RAG + Web Search WhatsApp Bot: Full Setup with OpenAI & Meta APIs,Developer / AI / SEO audience inferred from video topics,Unknown,841,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,RAG web search tutorial,https://www.youtube.com/channel/UCOT01XvBSj12xQsANtTeAcQ,RAG web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
45,YouTube Creator,YouTube,Kevin Obura,https://www.youtube.com/channel/UC-KgQlatsDbXkGq5VNuKJZw,Build a  Legal RAG Agent with LangChain + LangGraph (OCR + Web Search) | Full Tutorial,Developer / AI / SEO audience inferred from video topics,Unknown,38,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,RAG web search tutorial,https://www.youtube.com/channel/UC-KgQlatsDbXkGq5VNuKJZw,RAG web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
46,YouTube Creator,YouTube,Speak About Digital,https://www.youtube.com/channel/UCqD-h6ucBDUntfoapPyhp0Q,Apify Tutorial For Beginners | How To Use Apify; Apify Tutorial For Beginners 2025 | How To Use Apify,Developer / AI / SEO audience inferred from video topics,Unknown,20.9K,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,Apify web scraping tutorial,https://www.youtube.com/channel/UCqD-h6ucBDUntfoapPyhp0Q,Apify web scraping tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
47,YouTube Creator,YouTube,Elliot Gherardi,https://www.youtube.com/channel/UCg_gEkx5A3nL_dRoXgdAZxA,How to Get Started with AI Automation in 2025 (Beginner’s Guide),Developer / AI / SEO audience inferred from video topics,Unknown,20.7K,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,AI automation tutorial,https://www.youtube.com/channel/UCg_gEkx5A3nL_dRoXgdAZxA,AI automation tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
48,YouTube Creator,YouTube,Nex Gen AI,https://www.youtube.com/channel/UC9HYBiPoQze-PPJY_ymP-2Q,"Claude Code SEO Automation Ranks You #1 in 24 Hours (& Makes $4,500/mo)",Developer / AI / SEO audience inferred from video topics,Unknown,6K,Unknown,66,Medium,new,Unknown,ytdlp,ytdlp,SEO automation tutorial,https://www.youtube.com/channel/UC9HYBiPoQze-PPJY_ymP-2Q,SEO automation tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
49,YouTube Creator,YouTube,Azure Innovation Station | Azure AI Agents,https://www.youtube.com/channel/UCpHsg0s4HUii6d31faF-t6w,Add Web Search to Your Azure AI Agent in 3 Minutes; Build an Agentic RAG with Azure AI Search & Microsoft Foundry,Developer / AI / SEO audience inferred from video topics,Unknown,7.3K,Unknown,66,Medium,new,Unknown,ytdlp,ytdlp,"AI agent web search tutorial, search API for AI agents",https://www.youtube.com/channel/UCpHsg0s4HUii6d31faF-t6w,"AI agent web search tutorial, search API for AI agents",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
50,YouTube Creator,YouTube,Leon van Zyl,https://www.youtube.com/channel/UCtevzRsHEKhs-RK8pAqwSyQ,How to add Web Search to AI Agents (EASY!),Developer / AI / SEO audience inferred from video topics,Unknown,10.5K,Unknown,66,Medium,new,Unknown,ytdlp,ytdlp,"AI agent web search tutorial, search API for AI agents",https://www.youtube.com/channel/UCtevzRsHEKhs-RK8pAqwSyQ,"AI agent web search tutorial, search API for AI agents",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
